Latitude,Longitude,Station Name,Train Lines
40.70595495,-73.89623205,67-05 Fresh Pond Road,M
40.68346733,-73.911063,1725 Broadway,J-Z
40.77377933,-73.959954,125 East 77 Street (Downtown Only),4-6-6Express
40.81236633,-73.904128,849a East 149 Street (To Manhattan Only),6
40.69230764,-73.99030083,45 Court Street,2-3-4-5-N-R
40.75985133,-73.8286,136-32 Roosevelt Avenue,7-7Express
40.69515414,-73.90297408,10-51 Wyckoff Avenue (To Manhattan Only),L
40.86134533,-73.897352,201 East 188 Street,B-D
40.75483233,-73.983657,1100 6 Avenue,7-7Express-B-D-F-M
40.74041933,-73.986452,1 Madison Avenue (Enter On E 23 St) (Downtown Only),4-6-6Express
40.75083533,-73.939671,41-41 Crescent Street,7-7Express-N-Q
40.76694333,-73.982971,973 8 Avenue,1-2-A-C-B-D
40.7089139,-73.95898897,265 Broadway (To Manhattan Only),J-M-Z
40.61416671,-74.00062923,1654 77 Street,D
40.66271233,-73.909102,233 Livonia Avenue,3-4
40.85538233,-73.929606,1611 St Nicholas Avenue,1
40.61282333,-74.000984,1673 79 Street,D
40.75484933,-73.984627,1081 6 Avenue,7-7Express-B-D-F-M
40.73325933,-73.999615,390 6 Avenue,A-C-E-B-D-F-M
40.82554233,-73.943887,741 St Nicholas Avenue,A-C-B-D
40.86574433,-73.927172,4761 Broadway,A
40.71468733,-73.944271,344 Graham Avenue (To Manhattan Only),L
40.66514733,-73.922842,69 East 98 Street,3-4
40.64127933,-73.963968,1518 Cortelyou Road,B-Q
40.75979433,-73.828811,136-32 Roosevelt Avenue,7-7Express
40.63544133,-73.97785,100 Ditmas Avenue,F
40.71419866,-73.95085376,543 Metropolitan Avenue,G-L
40.68057333,-73.842512,96-02 Liberty Avenue,A-S
40.68362919,-73.96674715,493 Clinton Avenue (To Manhattan Only),A-C
40.63030319,-74.0255072,7514 4 Avenue,R
40.75271733,-73.978487,51 East 42 Street,4-5-6-6Express-7-7Express-S
40.63988733,-73.948197,3001 Foster Avenue (Enter (To Manhattan Only),2-5
40.67959433,-73.857716,Liberty St (Between 80 St And 81 St),A-S
40.67925588,-73.93216024,1663 Atlantic Avenue,A-C
40.75972133,-73.973858,31 East 53 Street,E-M
40.680245,-73.94939087,1280 Fulton Street (To Queens Only),A-C
40.75140933,-73.855901,108-70 Roosevelt Avenue,7
40.73360233,-73.869507,59-02 92 Street,E-M-R
40.71055533,-74.008632,204 Broadway,2-3-4-5-A-C-J-Z
40.71702233,-73.956176,551 Driggs Avenue,L
40.76302008,-73.96781558,131 East 60 Street,4-5-6-6Express-N-Q-R
40.66576033,-73.978873,819 8 Avenue,F
40.76531333,-73.972467,5 Av (Between E 60 St And E 61 St),N-Q-R
40.57616133,-73.96768,102 Brighton Beach Avenue,B-Q
40.69785533,-73.926513,85 Cedar Street,M
40.65094933,-73.949424,3001 Church Avenue (To Manhattan Only),2-5
40.83593633,-73.940137,2042 Amsterdam Avenue (Downtown Only),A-C
40.76196833,-73.986662,815 8 Avenue (Downtown Only),A-C-E
40.70778733,-73.939682,235 Bushwick Avenue,L
40.75102033,-73.990323,441 7 Avenue,1-2-3
40.68908533,-73.985941,35 Hoyt Street,A-C-G
40.63173539,-73.94731836,3001 Avenue H,2-5
40.71268333,-73.783033,179-36 Hillside Avenue,F
40.62029333,-73.99849,1548 Bay Ridge Avenue,D
40.70607379,-73.93366584,Intersection Of Harrison Place And Bogart Street,L
40.74644733,-73.982147,37 East 32 Street (Downtown Only),4-6-6Express
40.69238284,-73.9906543,45 Court Street,2-3-4-5-N-R
40.71024133,-74.008022,126 Fulton Street,2-3-4-5-A-C-J-Z
40.61893533,-73.999241,1550 71 Street,D
40.76768133,-73.96395,138 East 68 Street,4-6-6Express
40.68567833,-73.826928,104-02 116 Street,A-S
40.74979037,-73.9917215,392 7 Avenue,1-2-3
40.70863033,-74.006999,69 John Street,2-3-4-5-A-C-J-Z
40.69366333,-73.852595,92-17 Jamaica Avenue,J-Z
40.62608202,-73.9765236,23 Avenue I,F
40.76050264,-73.98021847,1261 6 Avenue,B-D-F-M
40.74206921,-73.880985,82-55 Broadway,E-M-R
40.69980718,-73.91099905,1605 Palmetto Street,L-M
40.70988033,-73.794553,168-02 Hillside Avenue,F
40.64038433,-73.994158,4405 New Utrecht Avenue,D
40.71041833,-74.009665,189 Broadway,2-3-4-5-A-C-J-Z
40.73950133,-73.987134,280 Park Avenue South (Downtown Only),4-6-6Express
40.75930133,-73.980594,30 Rockefeller Plaza,B-D-F-M
40.76459933,-73.974228,764 5 Avenue,N-Q-R
40.68104533,-73.975498,463 Bergen Street (To New Lots And Flatbush Only),2-3-4
40.70850533,-73.95772,299 Broadway (To Manhattan Only),J-M-Z
40.75781133,-73.971098,137 East 52 Street,4-6-6Express-E-M
40.75283033,-73.978917,33 East 42 Street,4-5-6-6Express-7-7Express-S
40.74982822,-73.98751142,902 6 Avenue,B-D-F-M-N-Q-R
40.66711333,-73.981665,326 7 Avenue,F
40.75308733,-73.979537,11 East 42 Street,4-5-6-6Express-7-7Express-S
40.68605443,-73.9157199,1561 Broadway,J
40.62037033,-73.998803,6908 New Utrecht Avenue,D
40.65719733,-73.950013,1231 Nostrand Avenue (To Manhattan Only),2-5
40.69422222,-73.99262239,78 Clinton Street,2-3-4-5-N-R
40.68878531,-73.95980936,361 Classon Avenue,G
40.68945433,-73.873329,2 Hemlock Street,J
40.62866565,-73.97646341,1029 Mc Donald Avenue,F
40.70835133,-73.958135,300 Broadway,J-M-Z
40.64117033,-73.99447,1039 44 Street,D
40.75995333,-73.980117,1260 6 Avenue,B-D-F-M
40.6952142,-73.90379291,10-34 Wyckoff Avenue (To Canarsie Only),L
40.65430133,-74.004175,4 Ave (Between 35 St And 36 St),D-N-R
40.72390533,-73.950717,628 Manhattan Avenue,G
40.75032933,-73.987137,6th Ave & 35th St At Se Corner,B-D-F-M-N-Q-R
40.75041933,-73.986991,6th Ave & 35th St At Ne Corner,B-D-F-M-N-Q-R
40.75469133,-73.988067,7th Ave & 40th St At Sw Corner,1-2-3-7-7Express-S-A-C-E-N-Q-R
40.75417233,-73.98668,Broadway & 40th St At Se Corner,1-2-3-7-7Express-S-A-C-E-N-Q-R
40.75347333,-73.985259,6th Ave & 40th St At Sw Corner,7-7Express-B-D-F-M
40.70193833,-74.012588,South St & Whitehall St At Ne Corner,N-R
40.70212633,-74.013081,State St & Whitehall St At   Corner,N-R
40.70479533,-74.014454,Broadway & Battery Pl At Nw Corner,4-5
40.70409633,-74.013293,Stone St & Whitehall St At Nw Corner,N-R
40.70209233,-74.012632,Water St & Whitehall St At Se Corner,N-R
40.70602033,-74.011474,Broad St & Exchange Pl At Sw Corner,J-Z
40.70666158,-74.01408491,Greenwich St & Morris St At Ne Corner (Uptown Only),1
40.70730633,-74.013426,Trinity Pl & Exchange Alley At Nw Corner (Downtown Only),N-R
40.70790933,-74.012968,Trinity Pl & Rector St At Nw Corner (Downtown Only),N-R
40.70790233,-74.012774,Trinity Pl & Rector St At Ne Corner (Uptown Only),N-R
40.70810733,-74.013445,Greenwich St & Rector St At Ne Corner (Uptown Only),1
40.70767115,-74.01185431,Broadway & Rector St At Nw Corner,4-5
40.70742833,-74.012067,Broadway & Rector St At Sw Corner,4-5
40.70757733,-74.011731,Broadway & Wall St At Se Corner,4-5
40.70701233,-74.010882,Broad St & Wall St At Sw Corner,J-Z
40.70710834,-74.010802,Broad St & Wall St At Sw Corner,J-Z
40.71087133,-74.010767,Church St & Dey St At Ne Corner (Uptown Only),N-R
40.71255033,-74.011825,West Broadway & Vesey St At Se Corner,1
40.70802727,-74.00981445,Nassau St & Cedar St At Se Corner,J-Z
40.70639233,-74.009332,William St & Wall St At Ne Corner,2-3
40.70950733,-74.008295,John St & Nassau St At Ne Corner,2-3-4-5-A-C-J-Z
40.70957033,-74.006591,William St & Fulton St At Sw Corner,2-3-4-5-A-C-J-Z
40.71179333,-74.010165,Church St & Vesey St At Se Corner,2-3-A-C-E
40.71055533,-74.009493,Broadway & Dey St At Nw Corner,2-3-4-5-A-C-J-Z
40.71103833,-74.009219,Broadway & Fulton St At Nw Corner,2-3-4-5-A-C-J-Z
40.71268133,-74.009891,Church St & Barclay St At Sw Corner,2-3-A-C-E
40.71343533,-74.009292,Church St & Park Pl At Nw Corner,2-3-A-C-E
40.71375333,-74.009046,Church St & Murray St At Sw Corner,2-3-A-C-E
40.73738833,-74.000815,7th Ave & 12th St At Nw Corner,1-2-3-L-F-M
40.73784633,-73.99993,7th Ave & 13th St At Ne Corner,1-2-3-L-F-M
40.73877533,-73.999711,7th Ave & 14th St At Nw Corner,1-2-3-L-F-M
40.68028526,-73.94970701,1276 Fulton Street (To Queens Only),A-C
40.67814033,-73.910889,2152 Fulton Street,A-C
40.66547633,-73.888345,770 Livonia Avenue,3-4
40.75148333,-73.855662,40-01 111 Street,7
40.75669168,-73.97243999,111 East 50 Street,4-6-6Express-E-M
40.74678733,-73.993955,300 7 Avenue (Downtown Only),1-2
40.68396033,-73.832702,109-04 Liberty Avenue,A-S
40.57647633,-73.967938,101 Brighton Beach Avenue,B-Q
40.51761499,-74.23890291,Bethel Av & St Andrew's Pl At Nw Corner,SIExpress
40.51951069,-74.2295219,Richmond Valley Rd & Amboy Rd At Ne Corner,SIExpress
40.52279555,-74.2166169,Amboy Rd & Station Av At Sw Corner,SIExpress
40.52535311,-74.20081488,Seguine Av & Waterbury Av At Se Corner,SIExpress
40.54023872,-74.17870203,E Tenafly Av & S Railroad St At Nw Corner,SIExpress
40.55160028,-74.15064002,Giffords La & Baltimore St At Sw Corner,SIExpress
40.53320362,-74.19231297,Huguenot Av & West Te At Se Corner,SIExpress
40.55685366,-74.13629802,Justin Av & S Railroad Av At Nw Corner,SIExpress
40.56533753,-74.12629559,Cedarview Av & N Railroad Av At Se Corner,SIExpress
40.57395638,-74.11662825,New Dorp La & New Dorp Pz At   Corner,SIExpress
40.57892477,-74.10957557,Fremont Av & S Railroad Av At Nw Corner,SIExpress
40.58399736,-74.1026869,Jefferson Av & S Railroad Av At Nw Corner,SIExpress
40.58898116,-74.09566269,Garretson Av & Hancock St At Nw Corner,SIExpress
40.59610945,-74.08783393,N Railroad Av & Old Town Rd At Ne Corner,SIExpress
40.62183338,-74.0718813,Bay St & Norwood Av At Se Corner,SIExpress
40.63631039,-74.07472118,Bay St & Hannah St At Ne Corner,SIExpress
40.70556533,-73.809784,146-18 Hillside Avenue,F
40.75005834,-73.862548,39-23 103 Street,7
40.66491533,-73.893892,625 Livonia Avenue,3-4
40.65093133,-73.949776,2843 Church Avenue (To Flatbush Only),2-5
40.71420733,-73.949275,574 Lorimer Street,G-L
40.73010133,-73.954087,158 Greenpoint Avenue,G
40.62847605,-73.97699704,36 Lawrence Avenue (Enter From Parkville Av),F
40.69757933,-73.993158,51 Clark Street,2-3
40.63218633,-74.00658,969 62 Street (Enter From Ft Hamilton Py),N
40.70448133,-73.919194,1623 De Kalb Avenue,L
40.76666233,-73.983165,949 8 Avenue,1-2-A-C-B-D
40.75831733,-73.970503,884 3 Avenue (Enter On E 53 St),4-6-6Express-E-M
40.72127831,-73.84439445,107-31 71 Avenue,E-F-M-R
40.70235833,-73.79993,Intersection Of Parsons Block And Archer Avenue,E-J-Z
40.74900633,-73.869489,40-02 Junction Boulevard,7-7Express
40.64426353,-74.07326997,Staten Island Ferry Terminal,SIExpress
40.57797533,-73.960484,3069 Brighton 7 Street,B-Q
40.64059033,-74.018412,6003 4 Avenue,N-R
40.69869033,-73.918584,1340 Greene Avenue,M
40.70937633,-74.008375,1 Federal Reserve Plaza,2-3-4-5-A-C-J-Z
40.51211404,-74.25283252,7 Bentley Street,SIExpress
40.69303974,-73.98743262,368 Jay Street,A-C-F
40.71264634,-73.783192,179-30 Hillside Avenue,F
40.69981446,-73.91129546,1605 Palmetto Street,L-M
40.62499994,-73.96104838,1506 Avenue J,B-Q
40.71790533,-74.00031,240 Canal Street,4-6-6Express-J-Z-N-Q-R
40.75104633,-73.991271,242 West 34 Street,1-2-3
40.64501033,-73.949115,2914 Beverly Road (To Flatbush Only),2-5
40.6896847,-73.95160606,586 Lafayette Avenue,G
40.74652133,-73.896198,38-23 69 Street,7
40.75172133,-73.977197,101 East 41 Street,4-5-6-6Express-7-7Express-S
40.67732312,-73.97224062,657 Carlton Avenue,B-Q
40.75134533,-73.975409,137 East 42 Street,4-5-6-6Express-7-7Express-S
40.76340906,-73.98252764,824 7 Avenue,B-D-E
40.66248282,-73.96228476,462 Flatbush Avenue,B-Q-S
40.81611833,-73.89618,1030 Longwood Avenue (To Pelham Bay Pk Only),6
40.77972533,-73.955611,125 East 86 Street (Downtown Only),4-5-6-6Express
40.68358633,-73.872847,3327 Fulton Street,J-Z
40.86796533,-73.921168,4941 Broadway,A
40.85641511,-73.86737744,700 Pelham Parkway South,2-5
40.68012233,-73.84508,93-18 Liberty Avenue,A-S
40.65614933,-73.95035,692 Parkside Avenue (To Flatbush Only),2-5
40.64074533,-73.948649,1842 Nostrand Avenue (To Flatbush Only),2-5
40.5995413,-73.76159667,25-04 Brookhaven Avenue,A
40.66567733,-73.979491,902 8 Avenue,F
40.69135233,-73.866204,75-06 Jamaica Avenue,J-Z
40.69609051,-73.90465933,9-91 Wyckoff Avenue (To Manhattan Only),L
40.68054203,-73.94974898,1289 Fulton Street (To Manhattan Only),A-C
40.74637633,-73.890254,40-15 75 Street,7-E-F-M-R
40.80760733,-73.918951,250 Brook Avenue (To Manhattan Only),6
40.63639333,-73.994948,4910 New Utrecht Avenue,D
40.61876833,-73.998936,7102 16 Avenue,D
40.7087152,-73.95794666,170 Marcy Avenue (To Manhattan Only),J-M-Z
40.74093833,-74.001919,103 8 Avenue,A-C-E-L
40.68324344,-73.96462889,957 Fulton Street (To Manhattan Only),A-C
40.67250133,-73.890386,2222 Pitkin Avenue,A-C
40.74870533,-73.938471,42-01 28 Street,E-M-R
40.67827933,-73.913668,2084 Fulton Street,A-C
40.67775633,-73.89173,104 Van Siclen Avenue,J-Z
40.75164733,-73.977382,101 East 41 Street,4-5-6-6Express-7-7Express-S
40.71883643,-73.98789055,116 Delancey Street,F-J-M-Z
40.75087966,-73.98793491,1331 Broadway,B-D-F-M-N-Q-R
40.63041836,-73.97734023,956 Mc Donald Avenue,F
40.75170133,-73.976087,107 East 42 Street,4-5-6-6Express-7-7Express-S
40.75955633,-73.974068,28 East 53 Street,E-M
40.70920033,-74.006664,128 William Street,2-3-4-5-A-C-J-Z
40.64940044,-73.96351254,1713 Church Avenue,B-Q
40.74433028,-73.9113816,53-02 Roosevelt Avenue,7
40.62993007,-73.96147689,1518 Avenue H,B-Q
40.61919733,-73.999178,1551 71 Street,D
40.67969833,-73.88571,214 Cleveland Street,J
40.71857407,-73.83825706,111-37 75 Avenue (To Jamaica Only),E-F
40.6505187,-73.94925086,3000 Church Avenue (To Manhattan Only),2-5
40.71785633,-73.957577,183 Bedford Avenue,L
40.72366133,-73.950858,623 Manhattan Avenue,G
40.71213033,-73.940578,95 Bushwick Avenue (To Manhattan Only),L
40.75221833,-73.978396,43 East 41 Street,4-5-6-6Express-7-7Express-S
40.76231192,-73.98637837,815 8 Avenue (Downtown Only),A-C-E
40.75062309,-73.98798744,441 7 Avenue (Corner Of Broadway And W 35 St),B-D-F-M-N-Q-R
40.75574733,-73.986875,7 Times Square,1-2-3-7-7Express-S-A-C-E-N-Q-R
40.73306687,-73.99972782,378 6 Avenue,A-C-E-B-D-F-M
40.70054133,-73.807385,93-01 Sutphin Boulevard,E-J-Z
40.7055822,-73.95005856,1 Boerum Street,G
40.74462428,-73.9113016,41-31 53 Street,7
40.74745733,-73.884002,81-20 Roosevelt Avenue,7
40.75007733,-73.99082,401 7 Avenue,1-2-3
40.60533893,-73.98042479,275 Kings Highway,N
40.70823133,-73.957869,302 Broadway (To Queens And Canarsie Only),J-M-Z
40.68607833,-73.97328,1 Greene Avenue (To Manhattan Only),A-C
40.69239988,-73.98751302,368 Jay Street,A-C-F
40.67963411,-73.85263392,105-02 86 Street,A-S
40.70707433,-73.954371,394 Broadway,J-M
40.71282733,-73.782461,88-01 180 Street,F
40.65066333,-73.949721,2848 Church Avenue (To Flatbush Only),2-5
40.67973993,-73.85039199,88-04 Liberty Avenue,A-S
40.68602833,-73.824403,118-16 Liberty Avenue,A-S
40.66460033,-73.894197,624 Livonia Avenue,3-4
40.66647233,-73.883352,632 Ashford Street,3-4
40.73967433,-73.98704,47 East 22 Street (Downtown Only),4-6-6Express
40.74928233,-73.869648,38-10 Junction Boulevard,7-7Express
40.74680017,-73.89071276,40-02 75 Street,7-E-F-M-R
40.71363929,-73.83005549,9 Kew Gardens Road,E-F
40.75579533,-73.912622,48-02 Broadway (To Jamaica Only),E-M-R
40.74905733,-73.86917,40-01 Junction Boulevard,7-7Express
40.74959568,-73.98767192,1282 Broadway,B-D-F-M-N-Q-R
40.68094333,-73.974966,469 Bergen Street (To Manhattan Only),2-3-4
40.76060533,-73.983876,742 7 Avenue (Downtown Only),N-Q-R
40.69946851,-73.91064751,54-00 Myrtle Avenue,L-M
40.67976974,-73.9410955,1492 Fulton Street (To Queens Only),A-C
40.74582133,-73.982576,52 East 32 Street (Downtown Only),4-6-6Express
40.81514933,-73.958397,3180 Broadway,1
40.70904633,-74.006814,69 John Street,2-3-4-5-A-C-J-Z
40.64425733,-73.964537,1512 Beverly Road,B-Q
40.68238833,-73.909938,1772 Broadway,J-Z
40.67842033,-73.910723,2059 Fulton Street,A-C
40.75661433,-73.921084,34-02 Steinway Street,E-M-R
40.68579233,-73.972769,Oxford St & Fulton Ave At Ne Corner (To Manhattan Only),A-C
40.63276214,-73.94738941,Nostrand Ave & Flatbush Ave At Ne Corner,2-5
40.63326934,-73.947819,Nostrand Ave & Flatbush Ave At Nw Corner,2-5
40.63246533,-73.947499,Nostrand Ave & Flatbush Ave At Se Corner,2-5
40.63988133,-73.94858,Nostrand Ave & Newkirk Ave At Sw Corner (To Flatbush Only),2-5
40.65105033,-73.949729,Nostrand Ave & Church Ave At Nw Corner (To Flatbush Only),2-5
40.66327933,-73.951049,Nostrand Ave & Sterling St At Nw Corner,2-5
40.66817033,-73.950834,Nostrand Ave & President St At Nw Corner,2-5
40.66981633,-73.95067,Nostrand Ave & Eastern Pkwy At Sw Corner,3-4
40.66937133,-73.942347,Kingston Ave & Eastern Pkwy At Sw Corner,3-4
40.66935933,-73.942073,Kingston Ave & Eastern Pkwy At Se Corner,3-4
40.66881333,-73.933789,Schenectady Ave & Eastern Pkwy At Se Corner,3-4
40.66870433,-73.931356,Utica Ave & Eastern Pkwy At Sw Corner,3-4
40.66891333,-73.931372,Utica Ave & Eastern Pkwy At Nw Corner,3-4
40.66890321,-73.93118704,Utica Ave & Eastern Pkwy At Nw Corner,3-4
40.69299541,-73.92790295,Patchen Ave & Broadway At Sw Corner,J
40.69280292,-73.92814326,Patchen Ave & Broadway At Ne Corner,J
40.69968456,-73.95025996,Union Ave & Flushing Ave At Sw Corner (To Downtown Brooklyn Only),G
40.70727133,-73.954301,Hooper St & Broadway At Nw Corner,J-M
40.70641833,-73.952431,Hewes St & Broadway At Se Corner,J-M
40.71376833,-73.95175,Union Ave & Metropolitan Ave At Ne Corner,G-L
40.71392933,-73.951719,Union Ave & Metropolitan Ave At Sw Corner,G-L
40.70419533,-73.948268,Moore St & Broadway At Sw Corner,J-M
40.70439733,-73.948127,Moore St & Broadway At Nw Corner,J-M
40.70351533,-73.946547,Lorimer St & Broadway At Nw Corner,J-M
40.70084433,-73.941681,Flushing Ave & Broadway At Nw Corner,J-M
40.73007833,-73.954385,Manhattan Ave & Greenpoint Ave At Sw Corner,G
40.72555633,-73.951648,Manhattan Ave & Norman Ave At Ne Corner,G
40.71442533,-73.944498,Graham Ave & Metropolitan Ave At Nw Corner (To Canarsie Only),L
40.71461633,-73.944561,Graham Ave & Metropolitan Ave At Sw Corner (To Manhattan Only),L
40.70774033,-73.94005,Montrose Ave & Bushwick Ave At Sw Corner,L
40.71182633,-73.940759,Grand St & Bushwick Ave At Nw Corner (To Canarsie Only),L
40.71190433,-73.94043,Grand St & Bushwick Ave At Sw Corner (To Manhattan Only),L
40.69806333,-73.926364,Myrtle Ave & Cedar St At Nw Corner,M
40.70630633,-73.931676,Morgan Ave & Harrison Pl At Se Corner,L
40.70646033,-73.931739,Morgan Ave & Harrison Pl At Ne Corner,L
40.66491533,-73.923093,Rutland Rd & E. 98th St At Sw Corner,3-4
40.66140733,-73.915549,Saratoga Ave & Livonia Ave At Sw Corner,3-4
40.66152633,-73.915314,Saratoga Ave & Livonia Ave At Se Corner,3-4
40.66243833,-73.908773,Rockaway Ave & Livonia Ave At Se Corner,3-4
40.66331533,-73.902812,Powell St & Livonia Ave At Sw Corner,3-4
40.66339833,-73.902475,Powell St & Livonia Ave At Sw Corner,3-4
40.67916386,-73.92187027,Ralph Ave & Mac Dougal St At Ne Corner,A-C
40.67898433,-73.921442,Ralph Ave & Fulton St At Ne Corner,A-C
40.67846033,-73.910971,Rockaway Ave & Fulton St At Nw Corner,A-C
40.68930033,-73.921424,Palmetto St & Broadway At Nw Corner,J-Z
40.68674233,-73.917467,Jefferson Ave & Broadway At Se Corner,J
40.68995733,-73.923097,Linden St & Broadway At Sw Corner,J-Z
40.68587485,-73.91587267,Weirfield St & Broadway At Se Corner,J
40.68266833,-73.90971,Chauncey St & Broadway At Ne Corner,J-Z
40.6756576,-73.90267064,Snediker Ave & New York Ave At Sw Corner,L
40.67539433,-73.902635,Snediker Ave & New York Ave At Sw Corner,L
40.67683433,-73.89918,Georgia Av & Fulton St At Sw Corner,J
40.67428533,-73.896294,Pennsylvania Ave & Liberty Ave At Se Corner,A-C
40.67456533,-73.896331,Pennsylvania Ave & Liberty Ave At Ne Corner,A-C
40.66570833,-73.888626,Van Siclen Ave & Livonia Ave At Nw Corner,3-4
40.67287833,-73.89046,Van Siclen Ave & Pitkin Ave At Nw Corner,A-C
40.67286733,-73.89025,Van Siclen Ave & Pitkin Ave At Ne Corner,A-C
40.67396133,-73.880868,Shepherd Ave & Pitkin Ave At Nw Corner,A-C
40.67426433,-73.880935,Shepherd Ave & Pitkin Ave At Sw Corner,A-C
40.67429333,-73.880747,Shepherd Ave & Pitkin Ave At Ne Corner,A-C
40.68180633,-73.879009,Norwood Ave & Fulton St At Ne Corner,J-Z
40.67526233,-73.871782,Euclid Ave & Pitkin Ave At Se Corner,A-C-S
40.67553033,-73.871758,Euclid Ave & Pitkin Ave At Ne Corner,A-C-S
40.68340733,-73.87277,Pine St & Fulton St At Se Corner,J-Z
40.69891033,-73.918709,Myrtle Ave & Greene Ave At Se Corner,M
40.70432633,-73.919452,Dekalb Ave & Wycoff Ave At Sw Corner,L
40.70439133,-73.919045,Dekalb Ave & Wycoff Ave At Ne Corner,L
40.70325933,-73.917732,Stanhope St & Wycoff Ave At Se Corner,L
40.70355033,-73.917747,Stanhope St & Wycoff Ave At Nw Corner,L
40.70711133,-73.923911,Jefferson St & Wyckoff Ave At Sw Corner,L
40.70604933,-73.922299,Starr St & Wyckoff Ave At Sw Corner,L
40.70630533,-73.922064,Starr St & Wyckoff Ave At Nw Corner,L
40.70450033,-73.902209,Forest Ave & Myrtle Ave At Sw Corner,M
40.67842957,-73.90381713,Fulton St & Van Sinderen Ave At Sw Corner,A-C-J-Z-L
40.68225204,-73.90505925,De Sales Pl & Bushwick Ave At Nw Corner,L
40.74171133,-73.881064,Elmhurst Ave & Broadway At Se Corner,E-M-R
40.76001463,-73.82868057,Main St & Roosevelt Ave At Ne Corner,7-7Express
40.75488108,-73.84537621,126th St & Roosevelt Ave At Nw Corner,7-7Express
40.75472094,-73.84620115,126th St & Roosevelt Ave At Nw Corner,7-7Express
40.74188156,-73.88143287,Elmhurst Ave & Broadway At Sw Corner,E-M-R
40.72972233,-73.86199033,63rd Dr & Queens Blvd At Sw Corner,E-M-R
40.72895813,-73.85967225,64th Rd & Queens Blvd At Se Corner,E-M-R
40.73003658,-73.86260199,63rd Rd & Queens Blvd At Sw Corner,E-M-R
40.69512325,-73.84332306,104th St & Jamaica Ave At Se Corner,J-Z
40.70165788,-73.80248464,158th St & Archer Ave At Sw Corner,E-J-Z
40.70286887,-73.79984884,Parsons Blvd & Archer Ave At Ne Corner,E-J-Z
40.70820908,-73.95822816,Marcy Ave & Broadway At Sw Corner (To Queens And Canarsie Only),J-M-Z
40.69614218,-73.90433753,George St & Wycoff Ave At Ne Corner (To Manhattan Only),L
40.69583888,-73.90546887,Halsey St & Wycoff Ave At Se Corner (To Canarsie Only),L
40.68651161,-73.9746192,Portland Ave & Fulton Ave At Nw Corner (To Manhattan Only),A-C
40.68326814,-73.96673679,Clinton Ave & Fulton Ave At Se Corner (To Queens Only),A-C
40.68010641,-73.94048393,Throop Ave & Fulton St At Nw Corner (To Manhattan Only),A-C
40.67904589,-73.92985242,Utica Ave & Fulton St At Sw Corner,A-C
40.67964109,-73.93230739,Stuyvesant Ave & Fulton St At Nw Corner,A-C
40.6879882,-73.96557301,Washington Ave & Lafayette Ave At Se Corner,G
40.68812196,-73.96763331,Clinton Ave & Lafayette Ave At Ne Corner,G
40.68901478,-73.96019798,Classon Ave & Lafayette Ave At Nw Corner,G
40.68957511,-73.95500775,Bedford Ave & Lafayette Ave At Ne Corner,G
40.68930147,-73.95522175,Bedford Ave & Lafayette Ave At Sw Corner,G
40.70525684,-73.95040877,Union Ave & Broadway At Sw Corner,G
40.70525669,-73.95006853,Union Ave & Broadway At Se Corner,G
40.59267201,-73.97858264,8th St & 86th St At Se Corner,N
40.65523734,-73.96165108,Ocean Ave & Parkside Ave At Ne Corner,B-Q
40.62957072,-73.96185456,15th St & Avenue H At Se Corner,B-Q
40.63265183,-73.94727232,Nostrand Ave & Flatbush Ave At Ne Corner,2-5
40.64990375,-73.97585102,Prospect Expwy & Fort Hamilton Pkwy At Nw Corner,F
40.63063505,-73.97674729,Mcdonald Ave & 18th Ave At Se Corner,F
40.61596398,-74.03079527,5th Ave & 95th St At Ne Corner,R
40.81316833,-73.92968082,Grand Concourse & 138th St At Ne Corner,4-5
40.51339533,-74.25114201,Main St & Ellis St At Sw Corner,SIExpress
40.51553233,-74.24548477,& Ellis St At S Corner,SIExpress
40.74701933,-73.891353,74th St & Roosevelt Ave At Ne Corner,7-E-F-M-R
40.74777933,-73.884044,82nd St & Roosevelt Ave At Nw Corner,7
40.74830933,-73.87646,90th St & Roosevelt Ave At Se Corner,7
40.74857533,-73.87641,90th St & Roosevelt Ave At Ne Corner,7
40.73311133,-73.870237,Woodhaven Blvd & Queens Blvd At Se Corner,E-M-R
40.74931933,-73.869353,Junction Blvd & Roosevelt Ave At Ne Corner,7-7Express
40.74976833,-73.862555,103rd St & Roosevelt Ave At Se Corner,7
40.72607234,-73.85206225,67th Dr & Queens Blvd At Sw Corner,E-M-R
40.72624043,-73.85155899,67th Dr & Queens Blvd At Nw Corner,E-M-R
40.72706233,-73.853184,67th Ave & Queens Blvd At Ne Corner,E-M-R
40.72111433,-73.844021,71st & Queens Blvd At Se Corner,E-F-M-R
40.72192934,-73.8444062,108th St & Queens Blvd At Nw Corner,E-F-M-R
40.71381233,-73.831678,Union Tpke & Queens Blvd At Se Corner,E-F
40.71409433,-73.829928,Union Tpke & Queens Blvd At Ne Corner,E-F
40.71790348,-73.83665814,75th Rd & Queens Blvd At Se Corner (To Jamaica Only),E-F
40.71469533,-73.831995,Union Tpke & Queens Blvd At Nw Corner,E-F
40.71500333,-73.831589,Union Tpke & Queens Blvd At Sw Corner,E-F
40.75941433,-73.830301,Main St & Roosevelt Ave At Sw Corner,7-7Express
40.75960833,-73.830368,Main St & Roosevelt Ave At Nw Corner,7-7Express
